# t (datenum)	phase (rad)	stress_at_t	stress_rate_at_t	year	month	day	hour	min	sec	lat	lon	dep	mag
13408.54329861	2.94960644	-921.42071220	-2776.18507143	2006.00000000	9.00000000	17.00000000	13.00000000	2.00000000	21.00000000	36.90083300	136.51666700	8.99000000	1.10000000
13408.73996528	-1.71914931	-222.06315220	8161.51855034	2006.00000000	9.00000000	17.00000000	17.00000000	45.00000000	33.00000000	37.67033300	137.36916700	11.76000000	1.50000000
13411.77759259	-2.12057504	-455.60652788	6641.97117275	2006.00000000	9.00000000	20.00000000	18.00000000	39.00000000	44.00000000	37.17916700	137.13050000	17.39000000	0.40000000
13412.54185185	1.23918377	111.60041000	-5232.46751893	2006.00000000	9.00000000	21.00000000	13.00000000	0.00000000	16.00000000	37.87600000	136.74166700	7.40000000	1.80000000
13413.63965278	1.91113553	-78.09758980	-4233.11553514	2006.00000000	9.00000000	22.00000000	15.00000000	21.00000000	6.00000000	37.18283300	137.71066700	13.93000000	1.00000000
13415.14990741	1.45734993	-16.16174980	-4230.07627114	2006.00000000	9.00000000	24.00000000	3.00000000	35.00000000	52.00000000	37.02783300	137.09383300	10.27000000	0.60000000
13416.04956019	0.42760567	220.51216000	-1191.30820776	2006.00000000	9.00000000	25.00000000	1.00000000	11.00000000	22.00000000	37.60700000	137.29716700	9.63000000	1.30000000
13417.03918981	1.46607657	198.63718140	-1104.71121626	2006.00000000	9.00000000	26.00000000	0.00000000	56.00000000	26.00000000	37.30700000	137.06950000	7.66000000	0.30000000
13419.47444444	3.08923278	-754.44703040	-400.73222409	2006.00000000	9.00000000	28.00000000	11.00000000	23.00000000	12.00000000	37.28200000	137.35916700	4.12000000	0.90000000
13419.82196759	-0.38397244	614.18468280	2044.00675158	2006.00000000	9.00000000	28.00000000	19.00000000	43.00000000	38.00000000	36.97733300	137.69933300	0.98000000	0.80000000
13419.86460648	0.00000000	668.78303880	126.08414397	2006.00000000	9.00000000	28.00000000	20.00000000	45.00000000	2.00000000	36.97833300	136.98400000	11.06000000	0.70000000
13420.23734954	1.74532925	-3.28482500	-1575.35798368	2006.00000000	9.00000000	29.00000000	5.00000000	41.00000000	47.00000000	37.30516700	137.21850000	12.20000000	0.50000000
13421.65900463	-2.30383461	-557.72939860	4863.05836701	2006.00000000	9.00000000	30.00000000	15.00000000	48.00000000	58.00000000	37.61800000	137.57150000	14.14000000	0.80000000
13422.64444444	-2.69653369	-686.32300424	2970.60029349	2006.00000000	10.00000000	1.00000000	15.00000000	28.00000000	0.00000000	37.47516700	137.17000000	12.09000000	0.50000000
